"GUID","householdsTotal","noHeating","yearBuilt","mobHome","oneParent","onePerson","noCar","noInternet","priWater"
"4c07d11d-fcd5-851d-e053-ca3ca8c0ca7f",96,1,13,1,7,21,6,15,13
"4c07d11d-f482-851d-e053-ca3ca8c0ca7f",93,4,19,0,8,18,5,27,41
"4c07d11d-f47d-851d-e053-ca3ca8c0ca7f",59,0,9,0,5,16,0,9,8
"4c07d11d-fe20-851d-e053-ca3ca8c0ca7f",71,2,14,0,3,12,2,18,0
"4c07d11e-024c-851d-e053-ca3ca8c0ca7f",89,0,1,0,7,11,2,7,2
"4c07d11d-f48c-851d-e053-ca3ca8c0ca7f",103,2,29,1,4,22,10,26,39
"4c07d11d-f487-851d-e053-ca3ca8c0ca7f",75,0,10,0,6,23,5,30,9
"4c07d11e-2f45-851d-e053-ca3ca8c0ca7f",86,1,0,0,13,28,10,27,0
"4c07d11e-0613-851d-e053-ca3ca8c0ca7f",72,2,24,0,5,25,12,20,0
"4c07d11d-fd4a-851d-e053-ca3ca8c0ca7f",78,3,13,1,7,22,5,21,6
"4c07d11d-f837-851d-e053-ca3ca8c0ca7f",64,2,13,1,6,12,3,14,24
"4c07d11d-ff9a-851d-e053-ca3ca8c0ca7f",65,2,7,0,6,11,0,13,6
"4c07d11e-0000-851d-e053-ca3ca8c0ca7f",83,0,12,0,14,12,1,18,36
"4c07d11d-f833-851d-e053-ca3ca8c0ca7f",85,1,12,1,7,20,1,23,29
"4c07d11d-f624-851d-e053-ca3ca8c0ca7f",70,0,12,1,8,13,5,12,17
"4c07d11e-09bb-851d-e053-ca3ca8c0ca7f",82,0,11,0,9,34,8,28,2
"4c07d11e-0001-851d-e053-ca3ca8c0ca7f",133,3,5,1,18,36,3,29,23
"4c07d11e-0207-851d-e053-ca3ca8c0ca7f",74,1,4,0,6,14,4,7,2
"4c07d11e-07bf-851d-e053-ca3ca8c0ca7f",81,1,4,0,8,11,1,10,2
"4c07d11d-ffff-851d-e053-ca3ca8c0ca7f",95,0,9,1,6,17,2,11,7
"4c07d11d-f483-851d-e053-ca3ca8c0ca7f",86,1,20,0,7,22,5,20,16
"4c07d11d-fcd2-851d-e053-ca3ca8c0ca7f",78,1,21,1,7,20,7,25,17
"4c07d11e-01eb-851d-e053-ca3ca8c0ca7f",85,1,14,0,7,16,4,26,9
"4c07d11d-ff2b-851d-e053-ca3ca8c0ca7f",64,1,15,1,6,17,3,11,18
"4c07d11d-f895-851d-e053-ca3ca8c0ca7f",79,0,10,0,8,19,4,27,5
"4c07d11e-0018-851d-e053-ca3ca8c0ca7f",73,1,14,0,5,37,18,32,3
"4c07d11e-0019-851d-e053-ca3ca8c0ca7f",64,1,12,0,4,24,8,22,1
"4c07d11e-07cc-851d-e053-ca3ca8c0ca7f",105,0,3,0,5,18,6,12,38
"4c07d11e-001a-851d-e053-ca3ca8c0ca7f",117,0,18,0,21,32,21,41,0
"4c07d11e-01ec-851d-e053-ca3ca8c0ca7f",81,0,15,0,9,17,3,18,11
"4c07d11d-f47a-851d-e053-ca3ca8c0ca7f",59,3,15,0,6,10,4,11,11
"4c07d11d-feb4-851d-e053-ca3ca8c0ca7f",140,2,23,1,22,27,6,40,9
"4c07d11d-ff91-851d-e053-ca3ca8c0ca7f",86,0,19,2,10,21,7,25,15
"4c07d11d-f82d-851d-e053-ca3ca8c0ca7f",88,2,17,0,8,13,3,17,5
"4c07d11d-ff92-851d-e053-ca3ca8c0ca7f",63,2,4,0,7,8,1,7,7
"4c07d11d-f48a-851d-e053-ca3ca8c0ca7f",91,2,19,3,8,26,7,34,23
"4c07d11d-fdbb-851d-e053-ca3ca8c0ca7f",31,7,6,0,2,12,6,8,11
"4c07d11e-060d-851d-e053-ca3ca8c0ca7f",42,1,16,0,5,16,4,10,1
"4c07d11e-038b-851d-e053-ca3ca8c0ca7f",83,5,14,0,14,37,27,28,1
"4c07d11d-f476-851d-e053-ca3ca8c0ca7f",81,0,23,0,2,25,5,16,50
"4c07d11d-f466-851d-e053-ca3ca8c0ca7f",59,0,7,0,5,19,6,20,34
"4c07d11d-f7de-851d-e053-ca3ca8c0ca7f",83,1,23,1,10,17,4,14,27
"4c07d11d-f472-851d-e053-ca3ca8c0ca7f",83,2,23,1,4,32,6,23,62
"4c07d11d-f492-851d-e053-ca3ca8c0ca7f",109,2,13,0,13,47,27,51,18
"4c07d11e-065f-851d-e053-ca3ca8c0ca7f",68,3,16,0,7,13,8,15,2
"4c07d11e-20bc-851d-e053-ca3ca8c0ca7f",68,0,21,0,4,15,1,14,0
"4c07d11d-fd4c-851d-e053-ca3ca8c0ca7f",70,3,28,0,6,20,8,23,14
"4c07d11d-f491-851d-e053-ca3ca8c0ca7f",91,1,22,1,6,23,5,27,40
"4c07d11d-fd4d-851d-e053-ca3ca8c0ca7f",87,1,19,0,5,20,7,22,24
"4c07d11d-fb03-851d-e053-ca3ca8c0ca7f",54,0,6,0,1,21,6,17,11
"4c07d11d-f626-851d-e053-ca3ca8c0ca7f",66,3,10,1,6,28,4,21,24
"4c07d11e-2bfb-851d-e053-ca3ca8c0ca7f",92,3,0,0,23,22,26,22,1
"4c07d11e-1eee-851d-e053-ca3ca8c0ca7f",75,2,5,0,11,34,14,29,0
"4c07d11e-1eab-851d-e053-ca3ca8c0ca7f",110,0,4,0,29,32,33,43,0
"4c07d11e-1ead-851d-e053-ca3ca8c0ca7f",117,2,0,0,19,19,7,5,0
"4c07d11e-1ee3-851d-e053-ca3ca8c0ca7f",64,0,0,0,9,15,6,13,0
"4c07d11e-1eeb-851d-e053-ca3ca8c0ca7f",61,2,4,0,8,14,10,12,2
"4c07d11d-ff95-851d-e053-ca3ca8c0ca7f",101,3,8,0,6,21,3,15,3
"4c07d11e-07bc-851d-e053-ca3ca8c0ca7f",77,1,4,0,4,17,1,7,0
"4c07d11e-02f3-851d-e053-ca3ca8c0ca7f",85,0,1,0,14,30,8,14,0
"4c07d11e-1e9d-851d-e053-ca3ca8c0ca7f",87,1,1,0,11,23,11,18,0
"4c07d11e-1e9f-851d-e053-ca3ca8c0ca7f",111,2,4,0,14,31,22,38,0
"4c07d11e-1e9e-851d-e053-ca3ca8c0ca7f",85,0,0,0,16,15,7,3,0
"4c07d11e-1efc-851d-e053-ca3ca8c0ca7f",78,0,0,0,12,11,2,8,0
"4c07d11e-077e-851d-e053-ca3ca8c0ca7f",114,0,13,0,8,30,15,37,0
"4c07d11e-1eed-851d-e053-ca3ca8c0ca7f",100,0,0,0,14,22,7,8,0
"4c07d11e-07c3-851d-e053-ca3ca8c0ca7f",83,1,5,0,11,19,7,15,2
"4c07d11e-2ca1-851d-e053-ca3ca8c0ca7f",60,5,0,0,10,16,7,8,0
"4c07d11e-1eaa-851d-e053-ca3ca8c0ca7f",66,1,0,0,8,17,6,5,0
"4c07d11e-1eb5-851d-e053-ca3ca8c0ca7f",128,4,2,0,34,29,44,40,0
"4c07d11e-1ea0-851d-e053-ca3ca8c0ca7f",75,0,4,0,15,23,13,13,0
"4c07d11e-2c92-851d-e053-ca3ca8c0ca7f",77,0,0,0,11,21,7,15,0
"4c07d11e-2be0-851d-e053-ca3ca8c0ca7f",69,1,0,0,12,32,32,33,0
"4c07d11e-1efa-851d-e053-ca3ca8c0ca7f",86,4,1,0,11,39,38,37,0
"4c07d11e-077f-851d-e053-ca3ca8c0ca7f",72,1,2,1,4,14,3,6,1
"4c07d11d-f82f-851d-e053-ca3ca8c0ca7f",123,0,6,0,7,20,2,15,8
"4c07d11e-1eec-851d-e053-ca3ca8c0ca7f",71,0,2,0,10,12,8,13,0
"4c07d11e-0353-851d-e053-ca3ca8c0ca7f",119,1,1,0,14,31,17,17,0
"4c07d11e-1efd-851d-e053-ca3ca8c0ca7f",118,1,0,0,37,22,32,29,0
"4c07d11e-07c2-851d-e053-ca3ca8c0ca7f",118,1,3,0,8,24,1,11,4
"4c07d11e-0339-851d-e053-ca3ca8c0ca7f",113,1,3,0,10,12,0,3,0
"4c07d11e-2bef-851d-e053-ca3ca8c0ca7f",63,4,1,0,10,28,16,19,0
"4c07d11e-1efb-851d-e053-ca3ca8c0ca7f",74,1,10,0,15,22,19,17,0
"4c07d11e-036c-851d-e053-ca3ca8c0ca7f",129,0,0,0,19,29,12,20,0
"4c07d11e-07be-851d-e053-ca3ca8c0ca7f",73,1,4,0,13,14,10,13,1
"4c07d11e-2c07-851d-e053-ca3ca8c0ca7f",71,2,1,0,9,22,13,9,0
"4c07d11e-1f29-851d-e053-ca3ca8c0ca7f",118,1,0,0,13,16,12,10,0
"4c07d11e-038c-851d-e053-ca3ca8c0ca7f",119,2,10,0,15,30,14,20,0
"4c07d11e-038f-851d-e053-ca3ca8c0ca7f",122,0,0,0,24,17,8,17,0
"4c07d11e-1f2b-851d-e053-ca3ca8c0ca7f",117,0,0,3,36,18,24,17,0
"4c07d11e-038d-851d-e053-ca3ca8c0ca7f",84,4,6,0,11,36,31,22,0
"4c07d11e-1ee1-851d-e053-ca3ca8c0ca7f",77,1,4,0,21,21,26,27,0
"4c07d11e-2c08-851d-e053-ca3ca8c0ca7f",70,2,3,0,9,17,18,17,0
"4c07d11e-0205-851d-e053-ca3ca8c0ca7f",118,1,15,0,11,37,11,17,0
"4c07d11e-0206-851d-e053-ca3ca8c0ca7f",109,0,2,0,11,25,8,13,1
"4c07d11e-1f11-851d-e053-ca3ca8c0ca7f",105,0,6,0,10,27,11,12,0
"4c07d11e-1f43-851d-e053-ca3ca8c0ca7f",83,1,5,0,13,15,14,17,0
"4c07d11e-1f1e-851d-e053-ca3ca8c0ca7f",106,2,1,0,19,20,12,10,2
"4c07d11e-1f0f-851d-e053-ca3ca8c0ca7f",87,3,1,0,10,21,17,27,1
"4c07d11e-1f05-851d-e053-ca3ca8c0ca7f",114,2,0,0,14,31,18,17,1
"4c07d11e-0355-851d-e053-ca3ca8c0ca7f",86,2,0,1,23,18,17,16,0
"4c07d11e-038e-851d-e053-ca3ca8c0ca7f",87,1,0,0,21,24,27,35,0
"4c07d11e-2bee-851d-e053-ca3ca8c0ca7f",76,4,3,0,7,38,25,31,1
"4c07d11e-2bfa-851d-e053-ca3ca8c0ca7f",74,2,1,0,10,27,13,14,0
"4c07d11e-1f06-851d-e053-ca3ca8c0ca7f",111,1,0,0,15,30,31,16,0
"4c07d11e-1f1b-851d-e053-ca3ca8c0ca7f",102,0,0,0,21,16,11,11,0
"4c07d11e-3980-851d-e053-ca3ca8c0ca7f",38,0,0,0,0,20,12,0,0
"4c07d11e-1f2a-851d-e053-ca3ca8c0ca7f",60,1,2,0,6,19,16,8,1
"4c07d11e-1ee2-851d-e053-ca3ca8c0ca7f",94,2,6,0,7,36,17,19,0
"4c07d11e-1ed8-851d-e053-ca3ca8c0ca7f",93,3,16,0,7,33,9,16,0
"4c07d11e-2bfc-851d-e053-ca3ca8c0ca7f",64,2,2,0,10,15,6,12,0
"4c07d11e-2bfd-851d-e053-ca3ca8c0ca7f",65,1,5,0,10,14,7,13,0
"4c07d11e-1f10-851d-e053-ca3ca8c0ca7f",95,2,0,0,25,19,27,21,0
"4c07d11e-0354-851d-e053-ca3ca8c0ca7f",123,3,1,0,45,26,39,37,0
"4c07d11e-1f39-851d-e053-ca3ca8c0ca7f",94,3,0,0,16,24,15,12,2
"4c07d11e-1f1d-851d-e053-ca3ca8c0ca7f",92,5,0,0,22,19,18,11,0
"4c07d11e-2ca2-851d-e053-ca3ca8c0ca7f",59,1,0,0,10,17,3,5,0
"4c07d11e-1eb6-851d-e053-ca3ca8c0ca7f",77,1,1,0,21,20,12,8,0
"4c07d11e-1f1c-851d-e053-ca3ca8c0ca7f",74,0,0,0,10,13,6,8,1
"4c07d11e-036b-851d-e053-ca3ca8c0ca7f",63,1,0,0,21,12,16,19,2
"4c07d11e-2c06-851d-e053-ca3ca8c0ca7f",79,3,4,0,6,30,13,11,0
"4c07d11e-2bfe-851d-e053-ca3ca8c0ca7f",57,1,15,0,2,23,10,14,0
"4c07d11e-1f37-851d-e053-ca3ca8c0ca7f",68,0,0,0,7,11,3,9,0
"4c07d11e-1f38-851d-e053-ca3ca8c0ca7f",67,1,1,0,7,14,6,7,0
"4c07d11e-2bec-851d-e053-ca3ca8c0ca7f",64,1,2,0,14,17,17,11,0
"4c07d11e-2bed-851d-e053-ca3ca8c0ca7f",79,2,1,0,12,19,25,23,0
"4c07d11e-2c93-851d-e053-ca3ca8c0ca7f",80,0,0,0,11,33,19,25,0
"4c07d11e-2c96-851d-e053-ca3ca8c0ca7f",87,3,9,0,28,32,28,30,0
"4c07d11e-2c94-851d-e053-ca3ca8c0ca7f",99,6,46,0,12,64,61,51,0
"4c07d11e-1ec2-851d-e053-ca3ca8c0ca7f",86,4,14,0,6,52,50,38,0
"4c07d11e-2bdd-851d-e053-ca3ca8c0ca7f",62,3,12,0,7,26,32,12,0
"4c07d11e-2bdf-851d-e053-ca3ca8c0ca7f",71,2,9,0,5,44,42,28,0
"4c07d11e-1eca-851d-e053-ca3ca8c0ca7f",39,1,8,0,3,20,22,10,0
"4c07d11e-2be1-851d-e053-ca3ca8c0ca7f",92,3,4,0,14,43,45,36,0
"4c07d11e-1ecc-851d-e053-ca3ca8c0ca7f",106,5,20,0,14,52,44,39,0
"4c07d11e-1e93-851d-e053-ca3ca8c0ca7f",96,2,1,0,15,38,32,20,1
"4c07d11e-0318-851d-e053-ca3ca8c0ca7f",106,1,18,0,5,47,23,23,0
"4c07d11e-2c95-851d-e053-ca3ca8c0ca7f",70,3,0,0,15,13,25,23,0
"4c07d11e-1ec0-851d-e053-ca3ca8c0ca7f",92,10,21,0,12,49,55,26,0
"4c07d11e-2bdc-851d-e053-ca3ca8c0ca7f",82,6,42,0,6,51,41,33,1
"4c07d11e-1eac-851d-e053-ca3ca8c0ca7f",96,5,30,0,14,48,48,44,0
"4c07d11e-0337-851d-e053-ca3ca8c0ca7f",104,6,53,0,14,53,59,57,0
"4c07d11e-0338-851d-e053-ca3ca8c0ca7f",73,4,27,0,5,27,9,15,0
"4c07d11e-1eb7-851d-e053-ca3ca8c0ca7f",100,2,39,0,14,36,19,23,0
"4c07d11e-2beb-851d-e053-ca3ca8c0ca7f",55,2,33,0,9,24,28,26,0
"4c07d11e-1ed7-851d-e053-ca3ca8c0ca7f",64,2,9,0,8,37,42,17,0
"4c07d11e-1ec1-851d-e053-ca3ca8c0ca7f",75,3,24,0,4,51,34,21,0
"4c07d11e-2ca4-851d-e053-ca3ca8c0ca7f",66,2,7,0,10,27,36,32,0
"4c07d11e-1ed5-851d-e053-ca3ca8c0ca7f",68,1,10,0,9,34,26,34,0
"4c07d11e-1ecd-851d-e053-ca3ca8c0ca7f",75,1,5,0,5,52,44,33,1
"4c07d11e-2ca3-851d-e053-ca3ca8c0ca7f",82,1,35,0,14,36,29,33,0
"4c07d11e-2bea-851d-e053-ca3ca8c0ca7f",46,4,32,0,9,19,22,17,0
"4c07d11e-1ed6-851d-e053-ca3ca8c0ca7f",86,4,12,0,1,30,46,10,1
"4c07d11e-2bde-851d-e053-ca3ca8c0ca7f",70,0,0,0,12,28,31,12,0
"4c07d11e-1ecb-851d-e053-ca3ca8c0ca7f",45,3,6,0,3,22,21,16,0
"4c07d11d-f481-851d-e053-ca3ca8c0ca7f",87,4,18,1,9,13,5,30,56
"4c07d11d-f484-851d-e053-ca3ca8c0ca7f",87,0,19,1,8,19,6,17,23
"4c07d11d-ff9d-851d-e053-ca3ca8c0ca7f",113,2,18,0,12,17,4,28,31
"4c07d11d-ff9e-851d-e053-ca3ca8c0ca7f",103,1,22,0,8,29,7,31,19
"4c07d11d-fbfb-851d-e053-ca3ca8c0ca7f",73,0,8,2,5,17,2,14,9
"4c07d11d-fce0-851d-e053-ca3ca8c0ca7f",70,0,14,0,4,23,12,28,7
"4c07d11d-fce2-851d-e053-ca3ca8c0ca7f",79,0,14,0,8,21,3,20,13
"4c07d11d-fb01-851d-e053-ca3ca8c0ca7f",49,0,5,0,2,20,9,17,34
"4c07d11e-09bc-851d-e053-ca3ca8c0ca7f",49,0,8,0,12,9,5,12,19
"4c07d11d-f625-851d-e053-ca3ca8c0ca7f",38,1,5,0,2,10,1,14,18
"4c07d11e-0384-851d-e053-ca3ca8c0ca7f",52,0,18,1,7,15,4,12,3
"4c07d11d-f627-851d-e053-ca3ca8c0ca7f",56,3,15,0,7,19,8,14,22
"4c07d11d-fb65-851d-e053-ca3ca8c0ca7f",41,3,10,1,3,18,6,12,12
"4c07d11e-09c0-851d-e053-ca3ca8c0ca7f",45,3,10,5,5,15,6,14,6
"4c07d11d-f629-851d-e053-ca3ca8c0ca7f",59,3,12,3,2,23,3,20,19
"4c07d11d-fb66-851d-e053-ca3ca8c0ca7f",36,2,8,0,5,12,1,10,5
"4c07d11e-1332-851d-e053-ca3ca8c0ca7f",146,2,0,1,29,42,18,30,0
"4c07d11e-1f8e-851d-e053-ca3ca8c0ca7f",115,1,0,0,23,15,12,11,0
"4c07d11e-0ee4-851d-e053-ca3ca8c0ca7f",108,2,20,0,7,26,5,13,47
"4c07d11d-f3c3-851d-e053-ca3ca8c0ca7f",118,0,45,0,13,34,9,34,53
"4c07d11e-2df6-851d-e053-ca3ca8c0ca7f",87,1,0,0,18,11,6,4,0
"4c07d11e-1fb3-851d-e053-ca3ca8c0ca7f",108,1,0,0,27,15,10,14,0
"4c07d11e-1f9a-851d-e053-ca3ca8c0ca7f",80,0,3,0,14,19,15,16,0
"4c07d11e-1f9b-851d-e053-ca3ca8c0ca7f",100,1,1,0,17,18,10,4,0
"4c07d11e-1f9c-851d-e053-ca3ca8c0ca7f",76,0,0,0,12,13,4,4,0
"4c07d11e-1553-851d-e053-ca3ca8c0ca7f",98,3,4,0,11,27,9,15,25
"4c07d11d-f416-851d-e053-ca3ca8c0ca7f",112,2,24,1,16,21,6,25,37
"4c07d11e-1384-851d-e053-ca3ca8c0ca7f",105,0,0,0,22,21,16,13,2
"4c07d11e-0ee8-851d-e053-ca3ca8c0ca7f",70,2,13,0,9,15,3,12,15
"4c07d11e-1fa7-851d-e053-ca3ca8c0ca7f",127,1,0,0,23,12,7,8,0
"4c07d11e-1fb5-851d-e053-ca3ca8c0ca7f",62,11,11,4,4,41,34,27,2
"4c07d11e-1fb2-851d-e053-ca3ca8c0ca7f",113,1,2,0,17,22,13,15,0
"4c07d11e-1fb4-851d-e053-ca3ca8c0ca7f",107,4,5,0,12,44,28,35,0
"4c07d11e-14f3-851d-e053-ca3ca8c0ca7f",74,1,29,0,5,32,24,27,1
"4c07d11e-2df7-851d-e053-ca3ca8c0ca7f",91,1,0,0,17,12,10,10,1
"4c07d11e-1fa6-851d-e053-ca3ca8c0ca7f",67,0,0,0,18,12,13,14,0
"4c07d11e-1333-851d-e053-ca3ca8c0ca7f",104,1,29,0,23,49,52,60,0
"4c07d11e-1fc1-851d-e053-ca3ca8c0ca7f",113,8,17,0,15,58,56,56,0
"4c07d11e-1fc2-851d-e053-ca3ca8c0ca7f",104,1,2,0,37,30,40,34,0
"4c07d11e-1fc3-851d-e053-ca3ca8c0ca7f",77,1,0,0,23,23,45,35,0
"4c07d11e-1fc4-851d-e053-ca3ca8c0ca7f",101,4,25,0,23,38,42,32,0
"4c07d11d-f712-851d-e053-ca3ca8c0ca7f",81,1,18,3,9,21,7,21,71
"4c07d11e-0eee-851d-e053-ca3ca8c0ca7f",110,0,38,0,26,30,19,34,10
"4c07d11e-0eed-851d-e053-ca3ca8c0ca7f",78,1,24,0,6,19,6,20,17
"4c07d11e-0eef-851d-e053-ca3ca8c0ca7f",81,1,17,1,10,16,5,14,26
"4c07d11e-3a3b-851d-e053-ca3ca8c0ca7f",128,3,0,0,27,19,6,20,0
"4c07d11d-f40e-851d-e053-ca3ca8c0ca7f",122,4,21,5,9,25,6,24,28
"4c07d11e-151e-851d-e053-ca3ca8c0ca7f",101,0,12,5,12,29,12,23,9
"4c07d11e-0fb5-851d-e053-ca3ca8c0ca7f",108,0,9,0,16,24,15,20,3
"4c07d11e-0fb6-851d-e053-ca3ca8c0ca7f",106,1,16,1,7,20,2,14,9
"4c07d11e-0f63-851d-e053-ca3ca8c0ca7f",127,2,17,1,12,26,6,20,2
"4c07d11e-0a73-851d-e053-ca3ca8c0ca7f",97,2,28,0,8,25,6,14,6
"4c07d11e-136a-851d-e053-ca3ca8c0ca7f",107,1,40,1,16,25,9,16,0
"4c07d11d-fc07-851d-e053-ca3ca8c0ca7f",117,2,26,1,13,27,6,28,112
"4c07d11e-1171-851d-e053-ca3ca8c0ca7f",92,3,18,0,8,19,8,25,75
"4c07d11e-139c-851d-e053-ca3ca8c0ca7f",111,2,24,0,16,23,16,21,2
"4c07d11e-0f54-851d-e053-ca3ca8c0ca7f",118,3,34,1,4,33,8,25,6
"4c07d11e-0f53-851d-e053-ca3ca8c0ca7f",108,1,12,0,4,14,3,15,9
"4c07d11d-f422-851d-e053-ca3ca8c0ca7f",152,13,36,0,21,21,26,27,43
"4c07d11e-1fc8-851d-e053-ca3ca8c0ca7f",65,1,7,0,9,12,8,10,0
"4c07d11e-139b-851d-e053-ca3ca8c0ca7f",91,2,15,0,12,19,11,19,4
"4c07d11e-1307-851d-e053-ca3ca8c0ca7f",113,0,6,1,19,21,14,28,2
"4c07d11e-139a-851d-e053-ca3ca8c0ca7f",102,1,10,0,12,18,2,17,1
"4c07d11e-0f51-851d-e053-ca3ca8c0ca7f",64,1,25,0,5,23,10,19,4
"4c07d11e-0f4d-851d-e053-ca3ca8c0ca7f",84,1,18,2,9,13,3,16,4
"4c07d11e-0f52-851d-e053-ca3ca8c0ca7f",141,2,18,1,31,22,13,28,10
"4c07d11e-0f4e-851d-e053-ca3ca8c0ca7f",113,1,16,0,10,8,3,20,13
"4c07d11e-0f4f-851d-e053-ca3ca8c0ca7f",112,2,11,1,21,14,3,29,11
"4c07d11e-1399-851d-e053-ca3ca8c0ca7f",105,1,12,0,6,11,0,11,4
"4c07d11e-1306-851d-e053-ca3ca8c0ca7f",71,0,3,0,8,7,1,5,0
"4c07d11e-115f-851d-e053-ca3ca8c0ca7f",117,0,14,0,5,21,3,16,1
"4c07d11e-1160-851d-e053-ca3ca8c0ca7f",113,0,5,0,24,14,6,24,4
"4c07d11e-117a-851d-e053-ca3ca8c0ca7f",103,2,16,0,4,18,3,25,19
"4c07d11d-fc0a-851d-e053-ca3ca8c0ca7f",93,2,18,1,6,13,3,17,18
"4c07d11e-0b2e-851d-e053-ca3ca8c0ca7f",126,0,21,2,11,19,6,15,23
"4c07d11d-fc0b-851d-e053-ca3ca8c0ca7f",78,2,10,0,6,8,2,12,12
"4c07d11d-f415-851d-e053-ca3ca8c0ca7f",98,0,20,2,7,16,1,22,74
"4c07d11e-0eeb-851d-e053-ca3ca8c0ca7f",65,0,13,0,1,22,4,19,20
"4c07d11e-1866-851d-e053-ca3ca8c0ca7f",106,0,0,0,8,2,0,2,0
"4c07d11e-2de9-851d-e053-ca3ca8c0ca7f",77,0,0,0,4,9,3,4,0
"4c07d11e-1863-851d-e053-ca3ca8c0ca7f",131,2,0,0,14,35,13,7,0
"4c07d11e-1865-851d-e053-ca3ca8c0ca7f",96,1,2,1,9,7,2,5,0
"4c07d11d-fa6a-851d-e053-ca3ca8c0ca7f",125,1,5,9,5,29,4,4,2
"4c07d11e-1163-851d-e053-ca3ca8c0ca7f",103,1,10,0,8,12,0,6,8
"4c07d11e-1161-851d-e053-ca3ca8c0ca7f",118,1,19,0,9,11,0,9,24
"4c07d11e-1100-851d-e053-ca3ca8c0ca7f",121,2,20,0,6,25,0,17,19
"4c07d11e-0b29-851d-e053-ca3ca8c0ca7f",161,2,2,0,64,22,24,27,0
"4c07d11e-0b2a-851d-e053-ca3ca8c0ca7f",122,1,24,0,7,15,6,10,2
"4c07d11e-2deb-851d-e053-ca3ca8c0ca7f",89,0,0,0,7,14,3,3,0
"4c07d11e-2dea-851d-e053-ca3ca8c0ca7f",112,0,0,0,15,21,4,8,0
"4c07d11e-2de8-851d-e053-ca3ca8c0ca7f",82,0,2,0,11,10,9,28,0
"4c07d11e-2dd9-851d-e053-ca3ca8c0ca7f",74,0,0,0,2,8,0,2,0
"4c07d11e-2dda-851d-e053-ca3ca8c0ca7f",73,0,1,0,6,3,0,2,0
"4c07d11e-0ee9-851d-e053-ca3ca8c0ca7f",67,0,19,4,2,22,2,12,25
"4c07d11e-0eea-851d-e053-ca3ca8c0ca7f",80,0,27,0,7,18,3,20,46
"4c07d11e-1169-851d-e053-ca3ca8c0ca7f",87,1,22,0,5,15,6,30,68
"4c07d11e-1172-851d-e053-ca3ca8c0ca7f",57,1,4,1,3,8,1,9,54
"4c07d11e-116a-851d-e053-ca3ca8c0ca7f",100,0,14,0,7,23,4,19,78
"4c07d11d-f9fc-851d-e053-ca3ca8c0ca7f",100,0,6,0,4,11,3,8,2
"4c07d11d-f9f4-851d-e053-ca3ca8c0ca7f",99,0,4,0,10,11,6,13,2
"4c07d11d-fba6-851d-e053-ca3ca8c0ca7f",92,2,32,2,7,13,4,21,85
"4c07d11d-fb8d-851d-e053-ca3ca8c0ca7f",87,1,20,2,6,17,4,25,27
"4c07d11e-1167-851d-e053-ca3ca8c0ca7f",107,2,11,1,7,19,3,27,17
"4c07d11d-fa24-851d-e053-ca3ca8c0ca7f",91,3,1,0,20,14,13,30,1
"4c07d11e-1166-851d-e053-ca3ca8c0ca7f",106,1,18,0,9,14,4,18,16
"4c07d11e-0b10-851d-e053-ca3ca8c0ca7f",133,2,7,0,33,14,13,31,1
"4c07d11e-2d91-851d-e053-ca3ca8c0ca7f",109,0,0,0,15,16,4,7,0
"4c07d11e-0f64-851d-e053-ca3ca8c0ca7f",99,1,16,0,13,18,1,9,15
"4c07d11e-1360-851d-e053-ca3ca8c0ca7f",118,1,6,0,12,30,13,9,1
"4c07d11e-1361-851d-e053-ca3ca8c0ca7f",134,3,1,0,18,32,18,24,0
"4c07d11e-0f65-851d-e053-ca3ca8c0ca7f",107,1,42,0,6,10,2,13,19
"4c07d11e-0fb4-851d-e053-ca3ca8c0ca7f",121,0,16,0,7,21,2,25,9
"4c07d11e-10f6-851d-e053-ca3ca8c0ca7f",119,3,14,2,13,16,3,22,8
"4c07d11d-fa37-851d-e053-ca3ca8c0ca7f",100,0,5,0,7,3,0,2,2
"4c07d11e-10f4-851d-e053-ca3ca8c0ca7f",116,1,16,2,8,19,5,20,17
"4c07d11d-fa2f-851d-e053-ca3ca8c0ca7f",83,0,1,0,12,10,7,6,1
"4c07d11e-0b14-851d-e053-ca3ca8c0ca7f",103,0,6,1,5,8,2,10,2
"4c07d11d-fb98-851d-e053-ca3ca8c0ca7f",95,2,23,3,12,20,3,23,76
"4c07d11e-0ee7-851d-e053-ca3ca8c0ca7f",91,5,31,1,11,22,4,19,79
"4c07d11e-0ef3-851d-e053-ca3ca8c0ca7f",126,2,26,1,12,25,7,32,115
"4c07d11e-0a58-851d-e053-ca3ca8c0ca7f",117,1,29,0,17,34,25,42,0
"4c07d11e-1d8f-851d-e053-ca3ca8c0ca7f",67,1,14,0,12,21,13,23,4
"4c07d11e-1d8e-851d-e053-ca3ca8c0ca7f",83,1,0,0,14,17,1,8,0
"4c07d11d-f713-851d-e053-ca3ca8c0ca7f",121,2,34,1,12,29,5,23,82
"4c07d11e-1248-851d-e053-ca3ca8c0ca7f",137,2,14,0,27,22,10,18,8
"4c07d11e-14d0-851d-e053-ca3ca8c0ca7f",76,1,21,1,12,19,8,24,11
"4c07d11e-1164-851d-e053-ca3ca8c0ca7f",72,0,27,0,5,8,2,11,8
"4c07d11e-324f-851d-e053-ca3ca8c0ca7f",100,0,0,0,11,12,2,3,0
"4c07d11e-185d-851d-e053-ca3ca8c0ca7f",116,0,0,0,16,5,2,1,0
