"GUID","householdsTotal","noHeating","yearBuilt","mobHome","oneParent","onePerson","noCar","noInternet","priWater"
"4c07d11e-2786-851d-e053-ca3ca8c0ca7f",85,1,7,0,12,4,2,5,0
"4c07d11e-279b-851d-e053-ca3ca8c0ca7f",113,1,9,0,14,15,14,14,1
"4c07d11e-2790-851d-e053-ca3ca8c0ca7f",139,0,6,0,16,18,11,10,0
"4c07d11e-236a-851d-e053-ca3ca8c0ca7f",129,1,19,0,16,21,17,18,0
"4c07d11e-299b-851d-e053-ca3ca8c0ca7f",78,0,7,0,8,12,8,9,0
"4c07d11e-297b-851d-e053-ca3ca8c0ca7f",86,1,0,0,7,12,2,2,0
"4c07d11e-299a-851d-e053-ca3ca8c0ca7f",134,0,8,0,13,15,7,10,1
"4c07d11e-279a-851d-e053-ca3ca8c0ca7f",105,4,9,0,14,16,9,11,0
"4c07d11e-278f-851d-e053-ca3ca8c0ca7f",120,1,12,0,9,20,20,20,0
"4c07d11e-27b0-851d-e053-ca3ca8c0ca7f",133,1,8,1,24,32,22,17,1
"4c07d11e-27a5-851d-e053-ca3ca8c0ca7f",144,0,8,0,20,28,20,19,0
"4c07d11e-236b-851d-e053-ca3ca8c0ca7f",79,1,0,0,11,8,3,3,0
"4c07d11e-2361-851d-e053-ca3ca8c0ca7f",85,0,4,2,2,13,1,2,3
"4c07d11e-3a90-851d-e053-ca3ca8c0ca7f",91,0,0,0,5,17,4,8,0
"4c07d11e-27b1-851d-e053-ca3ca8c0ca7f",81,0,1,0,7,20,8,17,1
"4c07d11e-2702-851d-e053-ca3ca8c0ca7f",108,1,0,0,14,22,20,26,0
"4c07d11e-270f-851d-e053-ca3ca8c0ca7f",95,0,0,0,25,20,12,13,0
"4c07d11e-3a9f-851d-e053-ca3ca8c0ca7f",91,0,0,0,13,13,8,8,0
"4c07d11e-270e-851d-e053-ca3ca8c0ca7f",43,2,2,4,5,13,6,7,0
"4c07d11e-2703-851d-e053-ca3ca8c0ca7f",104,0,1,0,20,22,14,12,2
"4c07d11e-27a4-851d-e053-ca3ca8c0ca7f",101,0,0,0,13,10,11,6,0
"4c07d11e-297a-851d-e053-ca3ca8c0ca7f",130,2,0,0,32,20,25,20,0
"4c07d11e-236c-851d-e053-ca3ca8c0ca7f",94,0,0,0,14,20,20,18,7
"4c07d11e-3a91-851d-e053-ca3ca8c0ca7f",97,1,1,0,18,8,13,14,0
"4c07d11e-2710-851d-e053-ca3ca8c0ca7f",96,0,0,0,7,10,1,4,0
"4c07d11e-236d-851d-e053-ca3ca8c0ca7f",135,0,0,0,17,18,13,11,0
"4c07d11e-0d4d-851d-e053-ca3ca8c0ca7f",71,1,16,2,7,18,2,11,47
"4c07d11e-0d53-851d-e053-ca3ca8c0ca7f",108,1,15,2,7,20,5,18,71
"4c07d11e-0d4e-851d-e053-ca3ca8c0ca7f",82,0,5,13,6,25,3,8,57
"4c07d11e-1bda-851d-e053-ca3ca8c0ca7f",70,0,5,0,12,4,7,11,1
"4c07d11e-0aad-851d-e053-ca3ca8c0ca7f",97,0,1,0,3,7,4,2,15
"4c07d11e-1bd9-851d-e053-ca3ca8c0ca7f",77,0,1,0,10,16,7,7,0
"4c07d11e-32f3-851d-e053-ca3ca8c0ca7f",115,1,0,0,14,33,18,16,2
"4c07d11d-fa14-851d-e053-ca3ca8c0ca7f",80,0,1,0,7,10,6,2,1
"4c07d11e-1be7-851d-e053-ca3ca8c0ca7f",107,0,4,0,6,22,13,14,0
"4c07d11e-32e7-851d-e053-ca3ca8c0ca7f",78,0,0,0,11,11,4,2,0
"4c07d11e-32f4-851d-e053-ca3ca8c0ca7f",104,1,0,0,13,11,4,8,0
"4c07d11e-321f-851d-e053-ca3ca8c0ca7f",60,1,0,0,18,14,12,10,1
"4c07d11e-3303-851d-e053-ca3ca8c0ca7f",96,0,0,0,16,14,9,5,0
"4c07d11e-32f7-851d-e053-ca3ca8c0ca7f",121,0,2,0,9,32,11,7,1
"4c07d11d-fa22-851d-e053-ca3ca8c0ca7f",177,0,27,2,28,33,20,34,2
"4c07d11e-0d9d-851d-e053-ca3ca8c0ca7f",121,1,43,2,6,23,2,8,36
"4c07d11e-0aef-851d-e053-ca3ca8c0ca7f",77,0,5,1,3,4,0,1,10
"4c07d11e-1658-851d-e053-ca3ca8c0ca7f",130,3,13,0,12,25,4,5,0
"4c07d11e-0aee-851d-e053-ca3ca8c0ca7f",97,2,53,0,5,23,9,13,11
"4c07d11e-3050-851d-e053-ca3ca8c0ca7f",99,0,1,0,6,17,4,8,0
"4c07d11e-349a-851d-e053-ca3ca8c0ca7f",114,0,0,0,15,16,6,7,0
"4c07d11e-34c1-851d-e053-ca3ca8c0ca7f",91,0,0,0,29,14,22,15,0
"4c07d11e-0af0-851d-e053-ca3ca8c0ca7f",110,1,20,0,25,15,8,12,0
"4c07d11e-163e-851d-e053-ca3ca8c0ca7f",106,1,24,6,7,25,2,5,3
"4c07d11e-3082-851d-e053-ca3ca8c0ca7f",138,1,1,0,21,32,14,17,0
"4c07d11e-3b89-851d-e053-ca3ca8c0ca7f",129,0,0,0,11,47,17,6,0
"4c07d11e-3090-851d-e053-ca3ca8c0ca7f",113,3,41,0,13,37,19,15,0
"4c07d11e-308f-851d-e053-ca3ca8c0ca7f",193,0,37,1,68,24,30,25,0
"4c07d11e-0b00-851d-e053-ca3ca8c0ca7f",98,1,18,0,10,9,0,4,0
"4c07d11e-3083-851d-e053-ca3ca8c0ca7f",152,0,0,0,19,30,12,10,0
"4c07d11e-30af-851d-e053-ca3ca8c0ca7f",69,0,1,0,4,10,1,3,0
"4c07d11e-1659-851d-e053-ca3ca8c0ca7f",102,1,53,0,4,24,12,19,1
"4c07d11e-30f0-851d-e053-ca3ca8c0ca7f",104,1,2,0,11,23,22,16,0
"4c07d11e-353b-851d-e053-ca3ca8c0ca7f",126,0,0,0,31,20,33,17,0
"4c07d11e-30a0-851d-e053-ca3ca8c0ca7f",122,4,4,0,21,55,37,32,0
"4c07d11e-30e2-851d-e053-ca3ca8c0ca7f",110,2,1,0,30,20,24,25,0
"4c07d11e-30e3-851d-e053-ca3ca8c0ca7f",108,3,1,0,21,33,36,31,0
"4c07d11e-166e-851d-e053-ca3ca8c0ca7f",121,1,7,0,21,31,30,24,0
"4c07d11e-30b0-851d-e053-ca3ca8c0ca7f",116,1,6,0,10,11,2,4,0
"4c07d11e-309d-851d-e053-ca3ca8c0ca7f",132,0,3,0,6,43,7,12,0
"4c07d11e-30bd-851d-e053-ca3ca8c0ca7f",103,1,5,0,7,15,3,7,0
"4c07d11e-34fc-851d-e053-ca3ca8c0ca7f",92,0,4,0,12,19,8,6,1
"4c07d11e-1647-851d-e053-ca3ca8c0ca7f",158,0,5,0,15,31,21,14,1
"4c07d11e-34d3-851d-e053-ca3ca8c0ca7f",138,2,0,0,17,18,8,6,0
"4c07d11e-0af1-851d-e053-ca3ca8c0ca7f",111,2,8,0,15,16,5,9,1
"4c07d11e-1657-851d-e053-ca3ca8c0ca7f",122,1,3,0,11,21,9,7,0
"4c07d11e-34e6-851d-e053-ca3ca8c0ca7f",146,2,15,0,12,39,15,4,1
"4c07d11e-309e-851d-e053-ca3ca8c0ca7f",102,0,0,0,8,26,9,22,0
"4c07d11e-34e5-851d-e053-ca3ca8c0ca7f",107,2,0,0,24,18,28,21,0
"4c07d11e-34d4-851d-e053-ca3ca8c0ca7f",80,1,5,0,10,11,6,8,0
"4c07d11e-34d5-851d-e053-ca3ca8c0ca7f",101,0,0,0,10,22,2,4,0
"4c07d11e-1649-851d-e053-ca3ca8c0ca7f",92,0,4,0,9,13,7,4,0
"4c07d11e-30ad-851d-e053-ca3ca8c0ca7f",142,0,2,0,7,17,3,3,0
"4c07d11e-34e7-851d-e053-ca3ca8c0ca7f",88,0,1,0,12,19,8,6,0
"4c07d11e-309f-851d-e053-ca3ca8c0ca7f",130,0,0,0,11,19,1,9,0
"4c07d11e-34e9-851d-e053-ca3ca8c0ca7f",80,0,1,0,20,11,14,4,0
"4c07d11e-34e8-851d-e053-ca3ca8c0ca7f",97,1,1,0,9,14,5,5,0
"4c07d11e-34c2-851d-e053-ca3ca8c0ca7f",110,0,0,0,11,14,3,5,0
"4c07d11e-3079-851d-e053-ca3ca8c0ca7f",100,0,0,0,8,15,1,5,0
"4c07d11e-3a59-851d-e053-ca3ca8c0ca7f",79,0,0,0,19,16,11,5,0
"4c07d11e-3a65-851d-e053-ca3ca8c0ca7f",98,0,0,0,21,17,12,5,0
"4c07d11e-2990-851d-e053-ca3ca8c0ca7f",127,0,1,0,16,8,3,4,0
"4c07d11e-2984-851d-e053-ca3ca8c0ca7f",116,0,0,0,24,10,12,11,0
"4c07d11e-2a39-851d-e053-ca3ca8c0ca7f",131,1,0,0,44,26,27,33,0
"4c07d11e-3a66-851d-e053-ca3ca8c0ca7f",85,0,0,0,7,7,4,3,0
"4c07d11e-3a67-851d-e053-ca3ca8c0ca7f",88,0,0,0,9,14,4,6,0
"4c07d11e-2397-851d-e053-ca3ca8c0ca7f",92,1,12,0,6,16,5,7,0
"4c07d11e-2991-851d-e053-ca3ca8c0ca7f",135,0,0,0,32,36,50,40,0
"4c07d11e-2981-851d-e053-ca3ca8c0ca7f",97,1,0,0,15,15,5,8,0
"4c07d11e-3b3c-851d-e053-ca3ca8c0ca7f",83,0,0,0,6,13,5,4,0
"4c07d11e-3a68-851d-e053-ca3ca8c0ca7f",118,0,0,0,11,5,4,3,0
"4c07d11e-2993-851d-e053-ca3ca8c0ca7f",83,0,4,0,7,6,3,1,0
"4c07d11e-29a3-851d-e053-ca3ca8c0ca7f",79,1,51,0,11,18,16,14,1
"4c07d11e-2980-851d-e053-ca3ca8c0ca7f",130,1,0,0,15,13,8,10,0
"4c07d11e-3b3b-851d-e053-ca3ca8c0ca7f",87,1,0,0,9,8,2,5,0
"4c07d11e-2983-851d-e053-ca3ca8c0ca7f",89,0,4,0,7,28,20,13,0
"4c07d11e-29ad-851d-e053-ca3ca8c0ca7f",63,1,37,0,6,19,11,9,0
"4c07d11e-29a2-851d-e053-ca3ca8c0ca7f",95,2,3,0,10,31,14,12,0
"4c07d11e-29a1-851d-e053-ca3ca8c0ca7f",113,0,29,0,8,25,8,16,0
"4c07d11e-2982-851d-e053-ca3ca8c0ca7f",84,0,11,0,3,10,4,3,0
"4c07d11e-2a43-851d-e053-ca3ca8c0ca7f",81,0,1,0,11,15,15,17,0
"4c07d11e-299e-851d-e053-ca3ca8c0ca7f",101,0,20,0,12,31,26,24,0
"4c07d11e-2a44-851d-e053-ca3ca8c0ca7f",80,0,9,0,5,12,5,2,0
"4c07d11e-2396-851d-e053-ca3ca8c0ca7f",117,0,11,0,9,22,6,5,0
"4c07d11e-29ae-851d-e053-ca3ca8c0ca7f",84,1,38,0,10,24,20,11,0
"4c07d11e-2992-851d-e053-ca3ca8c0ca7f",73,3,23,0,6,22,13,9,0
"4c07d11e-3a58-851d-e053-ca3ca8c0ca7f",72,0,20,0,11,25,11,9,0
"4c07d11e-3a57-851d-e053-ca3ca8c0ca7f",76,3,16,1,20,21,21,21,0
"4c07d11e-3956-851d-e053-ca3ca8c0ca7f",109,2,39,0,10,40,28,23,0
"4c07d11e-2398-851d-e053-ca3ca8c0ca7f",84,2,40,0,9,23,9,10,0
"4c07d11e-25dd-851d-e053-ca3ca8c0ca7f",113,0,0,0,6,11,2,1,0
"4c07d11e-16c3-851d-e053-ca3ca8c0ca7f",74,0,3,0,3,32,15,8,0
"4c07d11e-259b-851d-e053-ca3ca8c0ca7f",99,0,0,0,6,18,4,7,0
"4c07d11e-259e-851d-e053-ca3ca8c0ca7f",106,1,11,0,7,25,7,12,0
"4c07d11e-259d-851d-e053-ca3ca8c0ca7f",83,1,19,0,6,16,5,7,0
"4c07d11e-25a9-851d-e053-ca3ca8c0ca7f",127,2,21,0,12,16,3,5,0
"4c07d11e-25de-851d-e053-ca3ca8c0ca7f",76,0,9,0,5,20,5,9,0
"4c07d11e-25df-851d-e053-ca3ca8c0ca7f",115,0,8,0,10,23,5,13,0
"4c07d11e-16cc-851d-e053-ca3ca8c0ca7f",76,0,5,0,4,17,4,6,0
"4c07d11e-259c-851d-e053-ca3ca8c0ca7f",121,1,4,0,4,22,5,5,0
"4c07d11e-25d2-851d-e053-ca3ca8c0ca7f",94,0,3,0,11,22,8,10,0
"4c07d11e-33ab-851d-e053-ca3ca8c0ca7f",84,3,3,0,7,9,5,6,0
"4c07d11e-25c2-851d-e053-ca3ca8c0ca7f",90,0,1,0,7,19,7,2,0
"4c07d11e-25a8-851d-e053-ca3ca8c0ca7f",80,0,0,0,6,14,2,3,0
"4c07d11e-16b8-851d-e053-ca3ca8c0ca7f",106,1,0,0,6,21,9,10,0
"4c07d11e-33ac-851d-e053-ca3ca8c0ca7f",70,0,0,0,7,15,4,3,0
"4c07d11e-25ce-851d-e053-ca3ca8c0ca7f",93,0,1,0,10,16,5,8,0
"4c07d11e-3397-851d-e053-ca3ca8c0ca7f",105,1,0,0,11,22,5,8,0
"4c07d11e-3398-851d-e053-ca3ca8c0ca7f",91,0,0,0,8,12,1,5,0
"4c07d11e-25c3-851d-e053-ca3ca8c0ca7f",82,0,0,0,11,14,1,4,0
"4c07d11e-2616-851d-e053-ca3ca8c0ca7f",91,1,0,0,8,26,11,15,0
"4c07d11e-3bda-851d-e053-ca3ca8c0ca7f",56,0,0,0,9,13,3,0,0
"4c07d11e-25d0-851d-e053-ca3ca8c0ca7f",99,0,3,0,8,35,14,13,0
"4c07d11e-25dc-851d-e053-ca3ca8c0ca7f",129,1,4,0,15,26,9,13,0
"4c07d11e-25d1-851d-e053-ca3ca8c0ca7f",89,0,2,0,9,26,19,11,0
"4c07d11e-25cf-851d-e053-ca3ca8c0ca7f",97,1,2,0,14,24,18,11,0
"4c07d11e-25fa-851d-e053-ca3ca8c0ca7f",67,0,1,0,5,11,3,6,0
"4c07d11e-25e4-851d-e053-ca3ca8c0ca7f",71,0,1,0,9,14,3,7,0
"4c07d11e-309b-851d-e053-ca3ca8c0ca7f",102,2,19,0,4,32,17,8,1
"4c07d11e-25ef-851d-e053-ca3ca8c0ca7f",117,0,0,0,4,30,5,10,0
"4c07d11e-3ba1-851d-e053-ca3ca8c0ca7f",73,0,0,0,5,22,12,2,0
"4c07d11e-25fb-851d-e053-ca3ca8c0ca7f",79,0,1,0,7,15,1,2,0
"4c07d11e-161d-851d-e053-ca3ca8c0ca7f",100,0,1,0,5,13,2,4,0
"4c07d11e-3ba0-851d-e053-ca3ca8c0ca7f",79,0,0,0,6,21,9,3,1
"4c07d11e-161c-851d-e053-ca3ca8c0ca7f",144,0,8,0,10,12,1,3,0
"4c07d11e-3312-851d-e053-ca3ca8c0ca7f",105,0,0,0,6,16,22,1,1
"4c07d11e-3314-851d-e053-ca3ca8c0ca7f",138,1,0,0,11,35,30,9,2
"4c07d11e-25f0-851d-e053-ca3ca8c0ca7f",113,1,2,0,10,18,8,7,0
"4c07d11e-25f1-851d-e053-ca3ca8c0ca7f",134,1,2,0,12,33,11,10,0
"4c07d11e-1625-851d-e053-ca3ca8c0ca7f",77,0,1,0,9,13,1,3,0
"4c07d11e-3311-851d-e053-ca3ca8c0ca7f",94,0,0,0,3,6,17,0,0
"4c07d11e-2624-851d-e053-ca3ca8c0ca7f",96,0,1,0,7,17,8,9,0
"4c07d11e-1626-851d-e053-ca3ca8c0ca7f",87,1,0,0,8,20,12,14,0
"4c07d11e-2615-851d-e053-ca3ca8c0ca7f",85,1,8,0,11,42,17,16,0
"4c07d11e-2625-851d-e053-ca3ca8c0ca7f",73,0,12,0,2,18,11,11,1
"4c07d11e-260a-851d-e053-ca3ca8c0ca7f",121,3,4,0,9,35,16,8,1
"4c07d11e-3310-851d-e053-ca3ca8c0ca7f",85,0,0,0,5,4,0,0,0
"4c07d11e-2609-851d-e053-ca3ca8c0ca7f",73,0,0,0,7,7,2,5,0
"4c07d11e-2617-851d-e053-ca3ca8c0ca7f",71,1,0,0,3,17,3,6,0
"4c07d11e-163f-851d-e053-ca3ca8c0ca7f",108,2,15,0,7,16,9,7,0
"4c07d11e-25fe-851d-e053-ca3ca8c0ca7f",120,2,88,0,7,15,8,8,0
"4c07d11e-1627-851d-e053-ca3ca8c0ca7f",120,1,55,0,14,25,22,18,0
"4c07d11e-2623-851d-e053-ca3ca8c0ca7f",91,0,10,0,5,28,9,4,0
"4c07d11e-1640-851d-e053-ca3ca8c0ca7f",60,1,6,0,5,12,13,10,0
"4c07d11e-260b-851d-e053-ca3ca8c0ca7f",82,0,64,0,8,18,5,9,0
"4c07d11e-25aa-851d-e053-ca3ca8c0ca7f",100,0,44,0,10,19,6,7,0
"4c07d11e-1641-851d-e053-ca3ca8c0ca7f",128,0,73,0,6,24,7,9,0
"4c07d11e-260c-851d-e053-ca3ca8c0ca7f",87,0,17,0,5,15,2,4,0
"4c07d11e-25ff-851d-e053-ca3ca8c0ca7f",136,0,8,0,15,26,8,6,0
"4c07d11e-3327-851d-e053-ca3ca8c0ca7f",127,3,1,0,18,32,33,27,0
"4c07d11e-2627-851d-e053-ca3ca8c0ca7f",104,0,2,0,7,20,4,4,0
"4c07d11e-2631-851d-e053-ca3ca8c0ca7f",76,0,12,0,5,9,1,5,0
"4c07d11e-2626-851d-e053-ca3ca8c0ca7f",104,0,10,0,7,27,7,4,2
"4c07d11e-3bb0-851d-e053-ca3ca8c0ca7f",117,3,1,0,3,43,24,6,0
"4c07d11e-3bb2-851d-e053-ca3ca8c0ca7f",84,1,8,0,2,35,5,0,0
"4c07d11e-04ac-851d-e053-ca3ca8c0ca7f",83,1,3,0,10,18,6,7,0
"4c07d11e-268d-851d-e053-ca3ca8c0ca7f",145,1,1,0,13,28,14,15,0
"4c07d11e-269a-851d-e053-ca3ca8c0ca7f",116,0,0,0,8,13,4,7,0
"4c07d11e-380b-851d-e053-ca3ca8c0ca7f",84,1,0,0,9,18,5,7,0
"4c07d11e-2677-851d-e053-ca3ca8c0ca7f",103,2,0,0,10,16,9,6,0
"4c07d11e-266c-851d-e053-ca3ca8c0ca7f",95,0,0,0,9,23,8,15,0
"4c07d11e-2676-851d-e053-ca3ca8c0ca7f",88,0,0,0,8,22,15,10,1
"4c07d11e-37c7-851d-e053-ca3ca8c0ca7f",98,0,0,0,13,21,12,9,0
"4c07d11e-37be-851d-e053-ca3ca8c0ca7f",74,1,0,0,15,25,19,10,0
"4c07d11e-37c8-851d-e053-ca3ca8c0ca7f",97,0,1,0,14,28,14,11,0
"4c07d11e-2681-851d-e053-ca3ca8c0ca7f",109,0,0,0,13,22,14,10,0
"4c07d11e-2682-851d-e053-ca3ca8c0ca7f",94,1,0,0,7,21,8,12,0
"4c07d11e-37c9-851d-e053-ca3ca8c0ca7f",73,0,0,0,9,16,8,11,0
"4c07d11e-04ad-851d-e053-ca3ca8c0ca7f",77,0,41,0,6,20,8,6,0
"4c07d11e-268c-851d-e053-ca3ca8c0ca7f",101,0,0,0,4,22,8,5,0
"4c07d11e-04b6-851d-e053-ca3ca8c0ca7f",74,0,0,0,5,13,2,6,0
"4c07d11e-37d5-851d-e053-ca3ca8c0ca7f",96,0,0,0,3,14,6,7,0
"4c07d11e-269d-851d-e053-ca3ca8c0ca7f",135,1,0,0,10,33,14,14,0
"4c07d11e-04b8-851d-e053-ca3ca8c0ca7f",129,0,35,0,8,19,10,9,0
"4c07d11e-26a8-851d-e053-ca3ca8c0ca7f",114,0,23,0,10,35,9,12,0
"4c07d11e-37e4-851d-e053-ca3ca8c0ca7f",100,2,20,0,11,29,12,10,0
"4c07d11e-37e5-851d-e053-ca3ca8c0ca7f",130,3,0,0,12,47,15,20,1
"4c07d11e-0b81-851d-e053-ca3ca8c0ca7f",118,1,21,0,7,14,14,8,1
"4c07d11e-2670-851d-e053-ca3ca8c0ca7f",84,1,9,0,6,19,16,17,0
"4c07d11e-2671-851d-e053-ca3ca8c0ca7f",127,0,0,0,9,27,13,7,0
"4c07d11e-375d-851d-e053-ca3ca8c0ca7f",95,1,0,0,7,18,8,11,0
"4c07d11e-26f2-851d-e053-ca3ca8c0ca7f",102,0,8,0,15,19,13,15,0
"4c07d11e-3738-851d-e053-ca3ca8c0ca7f",76,1,0,0,6,10,7,5,0
"4c07d11e-2665-851d-e053-ca3ca8c0ca7f",89,0,1,0,14,26,22,20,0
"4c07d11e-26c2-851d-e053-ca3ca8c0ca7f",101,1,1,0,15,23,31,32,0
"4c07d11e-26ce-851d-e053-ca3ca8c0ca7f",123,2,1,0,31,26,36,31,0
"4c07d11e-3745-851d-e053-ca3ca8c0ca7f",128,0,0,0,14,14,7,4,0
"4c07d11e-373a-851d-e053-ca3ca8c0ca7f",81,0,0,0,16,6,3,1,0
"4c07d11e-373b-851d-e053-ca3ca8c0ca7f",72,0,1,0,12,5,3,2,0
"4c07d11e-26c1-851d-e053-ca3ca8c0ca7f",121,0,0,0,27,26,38,23,0
"4c07d11e-26cd-851d-e053-ca3ca8c0ca7f",108,0,1,0,23,17,25,23,0
"4c07d11e-3805-851d-e053-ca3ca8c0ca7f",85,2,0,0,11,10,9,4,0
"4c07d11e-3806-851d-e053-ca3ca8c0ca7f",83,0,0,0,12,16,8,5,0
"4c07d11e-3804-851d-e053-ca3ca8c0ca7f",69,1,0,0,8,10,10,4,0
"4c07d11e-37f7-851d-e053-ca3ca8c0ca7f",92,0,0,0,10,9,1,3,0
"4c07d11e-37e9-851d-e053-ca3ca8c0ca7f",83,0,0,0,8,6,3,5,0
"4c07d11e-3b69-851d-e053-ca3ca8c0ca7f",83,0,0,0,14,2,3,1,1
"4c07d11e-37f6-851d-e053-ca3ca8c0ca7f",120,0,0,0,19,4,4,2,0
"4c07d11e-26b5-851d-e053-ca3ca8c0ca7f",72,0,0,0,11,5,3,2,0
"4c07d11e-37f5-851d-e053-ca3ca8c0ca7f",86,0,0,0,10,8,3,2,0
"4c07d11e-26c0-851d-e053-ca3ca8c0ca7f",122,1,1,0,18,8,9,5,0
"4c07d11e-26b6-851d-e053-ca3ca8c0ca7f",110,0,0,0,13,7,3,3,0
"4c07d11e-04f0-851d-e053-ca3ca8c0ca7f",66,0,2,0,4,1,0,3,0
"4c07d11e-04db-851d-e053-ca3ca8c0ca7f",109,0,0,0,10,13,2,6,0
"4c07d11e-04d1-851d-e053-ca3ca8c0ca7f",72,2,1,0,5,6,2,3,1
"4c07d11e-04f1-851d-e053-ca3ca8c0ca7f",134,0,0,0,5,1,0,0,0
"4c07d11e-37e8-851d-e053-ca3ca8c0ca7f",110,1,0,0,12,9,4,5,0
"4c07d11e-26e6-851d-e053-ca3ca8c0ca7f",120,0,0,0,13,17,9,12,0
"4c07d11e-26e8-851d-e053-ca3ca8c0ca7f",121,0,0,0,13,9,4,3,0
"4c07d11e-376b-851d-e053-ca3ca8c0ca7f",98,0,1,0,16,12,12,3,1
"4c07d11e-3b65-851d-e053-ca3ca8c0ca7f",87,1,0,0,10,9,14,3,0
"4c07d11e-376a-851d-e053-ca3ca8c0ca7f",77,0,0,0,7,13,8,5,0
"4c07d11e-3769-851d-e053-ca3ca8c0ca7f",109,0,0,0,6,17,4,2,0
"4c07d11e-375b-851d-e053-ca3ca8c0ca7f",92,0,0,0,6,12,7,3,0
"4c07d11e-0b7a-851d-e053-ca3ca8c0ca7f",86,1,1,0,5,12,9,5,0
"4c07d11e-26fb-851d-e053-ca3ca8c0ca7f",101,0,1,0,11,10,10,3,0
"4c07d11e-3778-851d-e053-ca3ca8c0ca7f",121,1,12,0,14,28,12,15,0
"4c07d11e-375a-851d-e053-ca3ca8c0ca7f",109,1,0,0,10,24,8,3,0
"4c07d11e-3768-851d-e053-ca3ca8c0ca7f",110,0,1,0,10,16,7,3,0
"4c07d11e-3744-851d-e053-ca3ca8c0ca7f",94,0,0,0,10,13,4,4,1
"4c07d11e-374d-851d-e053-ca3ca8c0ca7f",88,1,0,0,14,12,6,3,0
"4c07d11e-374e-851d-e053-ca3ca8c0ca7f",95,0,0,0,12,9,1,1,1
"4c07d11e-37d9-851d-e053-ca3ca8c0ca7f",78,0,0,0,11,8,3,5,0
"4c07d11e-37d8-851d-e053-ca3ca8c0ca7f",106,0,0,0,15,13,7,6,0
"4c07d11e-2697-851d-e053-ca3ca8c0ca7f",106,0,0,0,17,13,5,4,0
"4c07d11e-37e7-851d-e053-ca3ca8c0ca7f",78,1,0,0,7,6,4,3,0
"4c07d11e-26ac-851d-e053-ca3ca8c0ca7f",102,0,0,0,15,8,6,0,0
"4c07d11e-37e6-851d-e053-ca3ca8c0ca7f",86,0,1,0,7,17,10,10,0
"4c07d11e-3782-851d-e053-ca3ca8c0ca7f",89,0,0,0,6,20,6,9,0
"4c07d11e-377b-851d-e053-ca3ca8c0ca7f",97,0,0,0,20,14,17,10,0
"4c07d11e-26a0-851d-e053-ca3ca8c0ca7f",112,2,0,0,14,29,17,18,0
"4c07d11e-26a2-851d-e053-ca3ca8c0ca7f",102,0,1,0,17,13,3,4,0
"4c07d11e-378f-851d-e053-ca3ca8c0ca7f",127,0,2,0,18,20,12,11,0
"4c07d11e-3783-851d-e053-ca3ca8c0ca7f",72,0,0,0,5,16,6,4,0
"4c07d11e-3785-851d-e053-ca3ca8c0ca7f",93,0,0,0,6,17,7,4,0
"4c07d11e-26fc-851d-e053-ca3ca8c0ca7f",134,3,1,0,29,23,17,10,0
"4c07d11e-26a1-851d-e053-ca3ca8c0ca7f",122,0,0,0,12,4,7,3,1
"4c07d11e-26dc-851d-e053-ca3ca8c0ca7f",90,4,1,0,9,14,7,5,0
"4c07d11e-3784-851d-e053-ca3ca8c0ca7f",86,0,0,0,4,14,7,5,0
"4c07d11e-376c-851d-e053-ca3ca8c0ca7f",130,0,0,0,9,24,20,7,0
"4c07d11e-04f2-851d-e053-ca3ca8c0ca7f",133,1,9,0,17,24,22,10,0
"4c07d11e-3777-851d-e053-ca3ca8c0ca7f",106,0,0,0,11,18,5,1,0
"4c07d11e-377a-851d-e053-ca3ca8c0ca7f",60,0,0,0,12,10,8,4,0
"4c07d11e-3779-851d-e053-ca3ca8c0ca7f",74,0,0,0,9,14,11,4,1
"4c07d11e-26ae-851d-e053-ca3ca8c0ca7f",98,0,0,0,7,11,0,4,0
"4c07d11e-3759-851d-e053-ca3ca8c0ca7f",117,0,0,0,8,10,7,2,1
"4c07d11e-374f-851d-e053-ca3ca8c0ca7f",162,0,0,0,10,20,6,4,1
"4c07d11e-26e7-851d-e053-ca3ca8c0ca7f",107,0,0,0,13,4,0,2,0
"4c07d11e-37da-851d-e053-ca3ca8c0ca7f",79,0,0,0,11,4,2,3,0
"4c07d11e-0b9d-851d-e053-ca3ca8c0ca7f",130,0,5,0,12,23,10,9,3
"4c07d11e-26ad-851d-e053-ca3ca8c0ca7f",131,0,0,0,18,20,10,7,0
"4c07d11e-0641-851d-e053-ca3ca8c0ca7f",100,0,11,0,8,10,1,8,1
"4c07d11e-3739-851d-e053-ca3ca8c0ca7f",89,1,0,0,10,25,24,25,0
"4c07d11e-3746-851d-e053-ca3ca8c0ca7f",72,0,0,0,6,9,7,5,0
"4c07d11e-26db-851d-e053-ca3ca8c0ca7f",77,0,0,0,13,3,3,4,0
"4c07d11e-3747-851d-e053-ca3ca8c0ca7f",133,0,0,0,15,12,2,1,0
"4c07d11e-26cf-851d-e053-ca3ca8c0ca7f",80,0,1,0,9,12,6,7,0
"4c07d11e-2691-851d-e053-ca3ca8c0ca7f",116,1,0,0,11,7,2,4,0
"4c07d11e-3a77-851d-e053-ca3ca8c0ca7f",124,0,0,0,12,9,1,2,0
"4c07d11e-267b-851d-e053-ca3ca8c0ca7f",103,1,0,0,9,4,0,2,0
"4c07d11e-3a54-851d-e053-ca3ca8c0ca7f",119,0,0,0,7,9,3,4,0
